Kod_S,Kod_C,Kod_R,Nazwa,Wartosc,rok,firma
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",446 639,2020,Generali
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2020,Generali
S020102,C0010,R0670,Najlepsze oszacowanie,431 203,2020,Generali
S020102,C0010,R0680,Margines ryzyka,15 436,2020,Generali
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",0,2020,Generali
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2020,Generali
S020102,C0010,R0710,Najlepsze oszacowanie,0,2020,Generali
S020102,C0010,R0720,Margines ryzyka,0,2020,Generali
S020102,C0010,R0740,Zobowiązania warunkowe,0,2020,Generali
S020102,C0010,R0750,Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe),27 065,2020,Generali
S020102,C0010,R0760,Zobowiązania z tytułu (cid:286)wiadczeń emerytalnych dla pracowników,1 268,2020,Generali
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2020,Generali
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,29 551,2020,Generali
S020102,C0010,R0790,Instrumenty pochodne,2 436,2020,Generali
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2020,Generali
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,3 541,2020,Generali
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec po(cid:286)redników ubezpieczeniowych,141 694,2020,Generali
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,33 835,2020,Generali
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalno(cid:286)ci ubezpieczeniowej)",20 394,2020,Generali
S020102,C0010,R0850,Zobowiązania podporządkowane,101 254,2020,Generali
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych (cid:286)rodkach własnych,1 213,2020,Generali
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych (cid:286)rodkach własnych,100 042,2020,Generali
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),64 592,2020,Generali
S020102,C0010,R0900,Zobowiązania ogółem,3 306 274,2020,Generali
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,1 112 595,2020,Generali
S020102,C0010,R0030,Warto(cid:286)ci niematerialne i prawne,0,2021,Generali
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2021,Generali
S020102,C0010,R0050,Nadwyżka na funduszu (cid:286)wiadczeń emerytalnych,0,2021,Generali
S020102,C0010,R0060,"Nieruchomo(cid:286)ci, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",36 846,2021,Generali
S020102,C0010,R0070,"Lokaty (inne niż aktywa dla ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i dla ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym)",3 934 390,2021,Generali
S020102,C0010,R0080,Nieruchomo(cid:286)ci (inne niż do użytku własnego),0,2021,Generali
S020102,C0010,R0090,"Udziały w jednostkach powiązanych, w tym udziały kapitałowe",264 397,2021,Generali
S020102,C0010,R0100,Akcje i udziały,95 710,2021,Generali
S020102,C0010,R0110,Akcje i udziały – notowane,86 626,2021,Generali
S020102,C0010,R0120,Akcje i udziały – nienotowane,9 084,2021,Generali
S020102,C0010,R0130,Dłużne papiery warto(cid:286)ciowe,3 328 424,2021,Generali
S020102,C0010,R0140,Obligacje państwowe,2 842 889,2021,Generali
S020102,C0010,R0150,Obligacje korporacyjne,485 535,2021,Generali
S020102,C0010,R0160,Strukturyzowane papiery warto(cid:286)ciowe,0,2021,Generali
S020102,C0010,R0170,Zabezpieczone papiery warto(cid:286)ciowe,0,2021,Generali
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,182 494,2021,Generali
S020102,C0010,R0190,Instrumenty pochodne,522,2021,Generali
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty (cid:286)rodków pieniężnych,62 844,2021,Generali
S020102,C0010,R0210,Pozostałe lokaty,0,2021,Generali
S020102,C0010,R0220,"Aktywa dla ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2021,Generali
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,0,2021,Generali
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2021,Generali
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2021,Generali
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,0,2021,Generali
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających zŚ,568 202,2021,Generali
S020102,C0010,R0280,Ubezpieczenia inne niż ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,415 674,2021,Generali
S020102,C0010,R0290,Ubezpieczeń innych niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),412 471,2021,Generali
S020102,C0010,R0300,Ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,3 203,2021,Generali
S020102,C0010,R0310,"Ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie, z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",152 528,2021,Generali
S020102,C0010,R0320,Ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie,0,2021,Generali
S020102,C0010,R0330,"Ubezpieczenia na życie z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",152 528,2021,Generali
S020102,C0010,R0340,"Ubezpieczenia na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczenia na życie z ubezpieczeniowym funduszem kapitałowym",0,2021,Generali
S020102,C0010,R0350,Depozyty u cedentów,0,2021,Generali
S020102,C0010,R0360,Należno(cid:286)ci z tytułu ubezpieczeń i od po(cid:286)redników ubezpieczeniowych,68 539,2021,Generali
S020102,C0010,R0370,Należno(cid:286)ci z tytułu reasekuracji biernej,141 730,2021,Generali
S020102,C0010,R0380,"Pozostałe należno(cid:286)ci (handlowe, inne niż z działalno(cid:286)ci ubezpieczeniowej)",37 824,2021,Generali
S020102,C0010,R0390,Akcje własne (posiadane bezpo(cid:286)rednio),0,2021,Generali
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji (cid:286)rodków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone.",0,2021,Generali
S020102,C0010,R0410,(cid:285)rodki pieniężne i ekwiwalenty (cid:286)rodków pieniężnych,45 651,2021,Generali
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),3 131,2021,Generali
S020102,C0010,R0500,Aktywa ogółem,4 836 313,2021,Generali
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,2 678 608,2021,Generali
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),2 620 874,2021,Generali
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2021,Generali
S020102,C0010,R0540,Najlepsze oszacowanie,2 470 483,2021,Generali
S020102,C0010,R0550,Margines ryzyka,150 391,2021,Generali
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),57 734,2021,Generali
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2021,Generali
S020102,C0010,R0580,Najlepsze oszacowanie,55 872,2021,Generali
S020102,C0010,R0590,Margines ryzyka,1 862,2021,Generali
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",438 821,2021,Generali
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2021,Generali
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2021,Generali
S020102,C0010,R0630,Najlepsze oszacowanie,0,2021,Generali
S020102,C0010,R0640,Margines ryzyka,0,2021,Generali
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",438 821,2021,Generali
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2021,Generali
S020102,C0010,R0670,Najlepsze oszacowanie,424 048,2021,Generali
S020102,C0010,R0680,Margines ryzyka,14 774,2021,Generali
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",0,2021,Generali
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2021,Generali
S020102,C0010,R0710,Najlepsze oszacowanie,0,2021,Generali
S020102,C0010,R0720,Margines ryzyka,0,2021,Generali
S020102,C0010,R0740,Zobowiązania warunkowe,0,2021,Generali
S020102,C0010,R0750,Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe),34 020,2021,Generali
S020102,C0010,R0760,Zobowiązania z tytułu (cid:286)wiadczeń emerytalnych dla pracowników,1 901,2021,Generali
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2021,Generali
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,26 142,2021,Generali
S020102,C0010,R0790,Instrumenty pochodne,185,2021,Generali
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2021,Generali
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,11 628,2021,Generali
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec po(cid:286)redników ubezpieczeniowych,171 786,2021,Generali
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,16 489,2021,Generali
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalno(cid:286)ci ubezpieczeniowej)",19 636,2021,Generali
S020102,C0010,R0850,Zobowiązania podporządkowane,98 006,2021,Generali
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych (cid:286)rodkach własnych,1 259,2021,Generali
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych (cid:286)rodkach własnych,96 747,2021,Generali
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),81 512,2021,Generali
S020102,C0010,R0900,Zobowiązania ogółem,3 578 733,2021,Generali
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,1 257 580,2021,Generali
S020102,C0010,R0030,Warto(cid:286)ci niematerialne i prawne,0,2022,Generali
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,13 624,2022,Generali
S020102,C0010,R0050,Nadwyżka na funduszu (cid:286)wiadczeń emerytalnych,0,2022,Generali
S020102,C0010,R0060,"Nieruchomo(cid:286)ci, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",90 624,2022,Generali
S020102,C0010,R0070,"Lokaty (inne niż aktywa dla ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i dla ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym)",3 689 818,2022,Generali
S020102,C0010,R0080,Nieruchomo(cid:286)ci (inne niż do użytku własnego),0,2022,Generali
S020102,C0010,R0090,"Udziały w jednostkach powiązanych, w tym udziały kapitałowe",279 700,2022,Generali
S020102,C0010,R0100,Akcje i udziały,19 920,2022,Generali
S020102,C0010,R0110,Akcje i udziały – notowane,4 842,2022,Generali
S020102,C0010,R0120,Akcje i udziały – nienotowane,15 078,2022,Generali
S020102,C0010,R0130,Dłużne papiery warto(cid:286)ciowe,3 101 053,2022,Generali
S020102,C0010,R0140,Obligacje państwowe,2 672 528,2022,Generali
S020102,C0010,R0150,Obligacje korporacyjne,428 524,2022,Generali
S020102,C0010,R0160,Strukturyzowane papiery warto(cid:286)ciowe,0,2022,Generali
S020102,C0010,R0170,Zabezpieczone papiery warto(cid:286)ciowe,0,2022,Generali
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,166 704,2022,Generali
S020102,C0010,R0190,Instrumenty pochodne,1 129,2022,Generali
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty (cid:286)rodków pieniężnych,121 312,2022,Generali
S020102,C0010,R0210,Pozostałe lokaty,0,2022,Generali
S020102,C0010,R0220,"Aktywa dla ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2022,Generali
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,0,2022,Generali
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2022,Generali
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2022,Generali
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,0,2022,Generali
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających zŚ,554 071,2022,Generali
S020102,C0010,R0280,Ubezpieczenia inne niż ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,391 767,2022,Generali
S020102,C0010,R0290,Ubezpieczeń innych niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),407 552,2022,Generali
S020102,C0010,R0300,Ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,-15 785,2022,Generali
S020102,C0010,R0310,"Ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie, z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",162 305,2022,Generali
S020102,C0010,R0320,Ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie,0,2022,Generali
S020102,C0010,R0330,"Ubezpieczenia na życie z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",162 305,2022,Generali
S020102,C0010,R0340,"Ubezpieczenia na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczenia na życie z ubezpieczeniowym funduszem kapitałowym",0,2022,Generali
S020102,C0010,R0350,Depozyty u cedentów,0,2022,Generali
S020102,C0010,R0360,Należno(cid:286)ci z tytułu ubezpieczeń i od po(cid:286)redników ubezpieczeniowych,118 127,2022,Generali
S020102,C0010,R0370,Należno(cid:286)ci z tytułu reasekuracji biernej,211 102,2022,Generali
S020102,C0010,R0380,"Pozostałe należno(cid:286)ci (handlowe, inne niż z działalno(cid:286)ci ubezpieczeniowej)",23 392,2022,Generali
S020102,C0010,R0390,Akcje własne (posiadane bezpo(cid:286)rednio),0,2022,Generali
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji (cid:286)rodków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone.",0,2022,Generali
S020102,C0010,R0410,(cid:285)rodki pieniężne i ekwiwalenty (cid:286)rodków pieniężnych,42 819,2022,Generali
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),3 968,2022,Generali
S020102,C0010,R0500,Aktywa ogółem,4 747 545,2022,Generali
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,2 658 745,2022,Generali
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),2 587 284,2022,Generali
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2022,Generali
S020102,C0010,R0540,Najlepsze oszacowanie,2 466 987,2022,Generali
S020102,C0010,R0550,Margines ryzyka,120 297,2022,Generali
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),71 461,2022,Generali
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2022,Generali
S020102,C0010,R0580,Najlepsze oszacowanie,69 522,2022,Generali
S020102,C0010,R0590,Margines ryzyka,1 939,2022,Generali
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",457 627,2022,Generali
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2022,Generali
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2022,Generali
S020102,C0010,R0630,Najlepsze oszacowanie,0,2022,Generali
S020102,C0010,R0640,Margines ryzyka,0,2022,Generali
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",457 627,2022,Generali
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2022,Generali
S020102,C0010,R0670,Najlepsze oszacowanie,442 479,2022,Generali
S020102,C0010,R0680,Margines ryzyka,15 148,2022,Generali
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",0,2022,Generali
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2022,Generali
S020102,C0010,R0710,Najlepsze oszacowanie,0,2022,Generali
S020102,C0010,R0720,Margines ryzyka,0,2022,Generali
S020102,C0010,R0740,Zobowiązania warunkowe,0,2022,Generali
S020102,C0010,R0750,Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe),32 785,2022,Generali
S020102,C0010,R0760,Zobowiązania z tytułu (cid:286)wiadczeń emerytalnych dla pracowników,1 946,2022,Generali
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2022,Generali
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,0,2022,Generali
S020102,C0010,R0790,Instrumenty pochodne,209,2022,Generali
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2022,Generali
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,59 195,2022,Generali
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec po(cid:286)redników ubezpieczeniowych,247 210,2022,Generali
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,35 447,2022,Generali
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalno(cid:286)ci ubezpieczeniowej)",20 696,2022,Generali
S020102,C0010,R0850,Zobowiązania podporządkowane,102 704,2022,Generali
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych (cid:286)rodkach własnych,3 045,2022,Generali
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych (cid:286)rodkach własnych,99 659,2022,Generali
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),57 690,2022,Generali
S020102,C0010,R0900,Zobowiązania ogółem,3 674 254,2022,Generali
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,1 073 291,2022,Generali
S020102,C0010,R0030,Warto(cid:286)ci niematerialne i prawne,0,2023,Generali
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2023,Generali
S020102,C0010,R0050,Nadwyżka na funduszu (cid:286)wiadczeń emerytalnych,0,2023,Generali
S020102,C0010,R0060,"Nieruchomo(cid:286)ci, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",96 114,2023,Generali
S020102,C0010,R0070,"Lokaty (inne niż aktywa posiadane z tytułu ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",3 970 816,2023,Generali
S020102,C0010,R0080,Nieruchomo(cid:286)ci (inne niż do użytku własnego),0,2023,Generali
S020102,C0010,R0090,"Udziały w jednostkach powiązanych, w tym udziały kapitałowe",249 096,2023,Generali
S020102,C0010,R0100,Akcje i udziały,18 789,2023,Generali
S020102,C0010,R0110,Akcje i udziały – notowane,122,2023,Generali
S020102,C0010,R0120,Akcje i udziały – nienotowane,18 667,2023,Generali
S020102,C0010,R0130,Obligacje,3 443 609,2023,Generali
S020102,C0010,R0140,Obligacje państwowe,3 065 102,2023,Generali
S020102,C0010,R0150,Obligacje korporacyjne,378 508,2023,Generali
S020102,C0010,R0160,Strukturyzowane papiery warto(cid:286)ciowe,0,2023,Generali
S020102,C0010,R0170,Zabezpieczone papiery warto(cid:286)ciowe,0,2023,Generali
S020102,C0010,R0180,Przedsiębiorstwa zbiorowego inwestowania,182 575,2023,Generali
S020102,C0010,R0190,Instrumenty pochodne,4 808,2023,Generali
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty (cid:286)rodków pieniężnych,71 939,2023,Generali
S020102,C0010,R0210,Pozostałe lokaty,0,2023,Generali
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",0,2023,Generali
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,0,2023,Generali
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2023,Generali
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2023,Generali
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,0,2023,Generali
S020102,C0010,R0270,Kwoty należne z umów reasekuracji z tytułuŚ,1 245 124,2023,Generali
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,1 036 185,2023,Generali
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,1 013 292,2023,Generali
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,22 893,2023,Generali
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",208 939,2023,Generali
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2023,Generali
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",208 939,2023,Generali
S020102,C0010,R0340,"Ubezpieczeń na życie, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2023,Generali
S020102,C0010,R0350,Depozyty u cedentów,0,2023,Generali
S020102,C0010,R0360,Należno(cid:286)ci z tytułu ubezpieczeń i od po(cid:286)redników ubezpieczeniowych,132 184,2023,Generali
S020102,C0010,R0370,Należno(cid:286)ci z tytułu reasekuracji biernej,392 030,2023,Generali
S020102,C0010,R0380,"Pozostałe należno(cid:286)ci (handlowe, inne niż z działalno(cid:286)ci ubezpieczeniowej)",30 596,2023,Generali
S020102,C0010,R0390,Akcje własne (posiadane bezpo(cid:286)rednio),0,2023,Generali
S020102,C0010,R0400,"Kwoty należne w odniesieniu do pozycji (cid:286)rodków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone.",0,2023,Generali
S020102,C0010,R0410,(cid:285)rodki pieniężne i ich ekwiwalenty,44 836,2023,Generali
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),8 458,2023,Generali
S020102,C0010,R0500,Aktywa ogółem,5 920 157,2023,Generali
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,2 919 864,2023,Generali
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),2 823 924,2023,Generali
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Generali
S020102,C0010,R0540,Najlepsze oszacowanie,2 691 772,2023,Generali
